LOC117900157,NC_048534.1,7763193,7766140,GO:0004092,F
LOC117900157,NC_048534.1,7763193,7766140,GO:0005777,C
LOC117900157,NC_048534.1,7763193,7766140,GO:0019254,P
LOC117900159,NC_048534.1,7766265,7766830,GO:0005615,C
LOC117900159,NC_048534.1,7766265,7766830,GO:0007166,P
LOC117900159,NC_048534.1,7766265,7766830,GO:0051427,F
LOC117901697,NC_048534.1,7767297,7770314,GO:0005515,F
LOC117900743,NC_048534.1,7770494,7771257,GO:0005179,F
LOC117900743,NC_048534.1,7770494,7771257,GO:0005179,F
LOC117900743,NC_048534.1,7770494,7771257,GO:0005576,C
LOC117900743,NC_048534.1,7770494,7771257,GO:0005576,C
LOC117900743,NC_048534.1,7770494,7771257,GO:0005615,C
LOC117900743,NC_048534.1,7770494,7771257,GO:0005737,C
LOC117900743,NC_048534.1,7770494,7771257,GO:0007186,P
LOC117900742,NC_048534.1,7771342,7772481,GO:0005743,C
LOC117900742,NC_048534.1,7771342,7772481,GO:0005744,C
LOC117900742,NC_048534.1,7771342,7772481,GO:0008320,F
LOC117900742,NC_048534.1,7771342,7772481,GO:0030150,P
LOC117900741,NC_048534.1,7773180,7777052,GO:0044715,F
LOC117900655,NC_048534.1,7778407,7779202,GO:0003735,F
LOC117900655,NC_048534.1,7778407,7779202,GO:0003735,F
LOC117900655,NC_048534.1,7778407,7779202,GO:0005840,C
LOC117900655,NC_048534.1,7778407,7779202,GO:0005840,C
LOC117900655,NC_048534.1,7778407,7779202,GO:0006412,P
LOC117900655,NC_048534.1,7778407,7779202,GO:0006412,P
LOC117900655,NC_048534.1,7778407,7779202,GO:0022625,C
LOC117900654,NC_048534.1,7779301,7780665,GO:0000978,F
LOC117900654,NC_048534.1,7779301,7780665,GO:0001228,F
LOC117900654,NC_048534.1,7779301,7780665,GO:0005634,C
LOC117900654,NC_048534.1,7779301,7780665,GO:0006357,P
LOC117900653,NC_048534.1,7780565,7783204,GO:0001042,F
LOC117900653,NC_048534.1,7780565,7783204,GO:0001181,F
LOC117900653,NC_048534.1,7780565,7783204,GO:0001181,F
LOC117900653,NC_048534.1,7780565,7783204,GO:0005634,C
LOC117900653,NC_048534.1,7780565,7783204,GO:0006361,P
LOC117900653,NC_048534.1,7780565,7783204,GO:0006361,P
LOC117901130,NC_048534.1,7783783,7790393,GO:0005319,F
LOC117901130,NC_048534.1,7783783,7790393,GO:0005524,F
LOC117901130,NC_048534.1,7783783,7790393,GO:0006869,P
LOC117901130,NC_048534.1,7783783,7790393,GO:0016020,C
LOC117901130,NC_048534.1,7783783,7790393,GO:0016887,F
LOC117901130,NC_048534.1,7783783,7790393,GO:0043231,C
LOC117901130,NC_048534.1,7783783,7790393,GO:0055085,P
LOC117901130,NC_048534.1,7783783,7790393,GO:0140359,F
LOC117900972,NC_048534.1,7791024,7791517,GO:0140291,P
LOC117902190,NC_048534.1,7792311,7793745,GO:0003723,F
LOC117902190,NC_048534.1,7792311,7793745,GO:0005730,C
LOC117902190,NC_048534.1,7792311,7793745,GO:0006396,P
LOC117902189,NC_048534.1,7793744,7794839,GO:0005524,F
LOC117902189,NC_048534.1,7793744,7794839,GO:0005524,F
LOC117902189,NC_048534.1,7793744,7794839,GO:0005739,C
LOC117902189,NC_048534.1,7793744,7794839,GO:0016226,P
LOC117902189,NC_048534.1,7793744,7794839,GO:0016226,P
LOC117902189,NC_048534.1,7793744,7794839,GO:0032981,P
LOC117902189,NC_048534.1,7793744,7794839,GO:0051539,F
LOC117902189,NC_048534.1,7793744,7794839,GO:0140663,F
LOC117902188,NC_048534.1,7800322,7801909,GO:0000027,P
LOC117902188,NC_048534.1,7800322,7801909,GO:0003735,F
LOC117902188,NC_048534.1,7800322,7801909,GO:0003735,F
LOC117902188,NC_048534.1,7800322,7801909,GO:0005840,C
LOC117902188,NC_048534.1,7800322,7801909,GO:0005840,C
LOC117902188,NC_048534.1,7800322,7801909,GO:0006412,P
LOC117902188,NC_048534.1,7800322,7801909,GO:0006412,P
LOC117902188,NC_048534.1,7800322,7801909,GO:0008097,F
LOC117902188,NC_048534.1,7800322,7801909,GO:0008097,F
LOC117902188,NC_048534.1,7800322,7801909,GO:0022625,C
LOC117902183,NC_048534.1,7801930,7806833,GO:0005515,F
LOC117902183,NC_048534.1,7801930,7806833,GO:0005770,C
LOC117902183,NC_048534.1,7801930,7806833,GO:0006623,P
LOC117902183,NC_048534.1,7801930,7806833,GO:0009267,P
LOC117902183,NC_048534.1,7801930,7806833,GO:0016192,P
LOC117902183,NC_048534.1,7801930,7806833,GO:0016236,P
LOC117902183,NC_048534.1,7801930,7806833,GO:0030897,C
LOC117902183,NC_048534.1,7801930,7806833,GO:0034058,P
LOC117902183,NC_048534.1,7801930,7806833,GO:0034058,P
LOC117902187,NC_048534.1,7804115,7805338,GO:0006024,P
LOC117902187,NC_048534.1,7804115,7805338,GO:0006486,P
LOC117902187,NC_048534.1,7804115,7805338,GO:0006486,P
LOC117902187,NC_048534.1,7804115,7805338,GO:0016020,C
LOC117902187,NC_048534.1,7804115,7805338,GO:0016020,C
LOC117902187,NC_048534.1,7804115,7805338,GO:0035250,F
